States/UTs,District,Year,Murder,RAPE,THEFT,DOWRY DEATHS
ARUNACHAL PRADESH,ANJAW,2011,2,0,3,0
ARUNACHAL PRADESH,CHANGLANG,2011,9,3,33,0
ARUNACHAL PRADESH,DIBANG VALLEY,2011,3,3,14,0
ARUNACHAL PRADESH,K/KUMEY,2011,3,4,2,0
ARUNACHAL PRADESH,KAMENG EAST,2011,2,3,8,0
ARUNACHAL PRADESH,KAMENG WEST,2011,3,0,20,0
ARUNACHAL PRADESH,LOHIT,2011,12,5,38,0
ARUNACHAL PRADESH,PAPUM PARE,2011,7,4,119,0
ARUNACHAL PRADESH,RURAL,2011,0,2,13,0
ARUNACHAL PRADESH,SIANG EAST,2011,4,8,79,0
ARUNACHAL PRADESH,SIANG UPPER,2011,2,1,8,0
ARUNACHAL PRADESH,SIANG WEST,2011,2,2,32,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2011,4,2,15,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2011,1,2,5,0
ARUNACHAL PRADESH,TAWANG,2011,0,0,4,0
ARUNACHAL PRADESH,TIRAP,2011,11,3,21,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2011,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2011,65,42,414,0
ASSAM,BARPETA,2011,45,92,236,5
ASSAM,BASKA,2011,44,29,84,3
ASSAM,BONGAIGAON,2011,22,72,138,5
ASSAM,C.I.D.,2011,0,0,4,0
ASSAM,CACHAR,2011,64,74,559,4
ASSAM,CHIRANG,2011,27,30,73,4
ASSAM,DARRANG,2011,34,95,173,2
ASSAM,DHEMAJI,2011,23,62,90,5
ASSAM,DHUBRI,2011,61,157,223,12
ASSAM,DIBRUGARH,2011,89,54,437,0
ASSAM,G.R.P.,2011,7,1,166,0
ASSAM,GOALPARA,2011,39,99,189,3
ASSAM,GOLAGHAT,2011,56,54,224,1
ASSAM,GUWAHATI CITY,2011,58,56,2236,10
ASSAM,HAILAKANDI,2011,20,61,124,4
ASSAM,JORHAT,2011,48,49,347,2
ASSAM,KAMRUP,2011,44,63,375,6
ASSAM,KARBI ANGLONG,2011,48,13,140,0
ASSAM,KARIMGANJ,2011,45,46,162,4
ASSAM,KOKRAJHAR,2011,51,52,155,1
ASSAM,LAKHIMPUR,2011,38,52,161,0
ASSAM,MORIGAON,2011,27,54,62,3
ASSAM,N.C.HILLS,2011,16,3,46,1
ASSAM,NAGAON,2011,91,165,448,20
ASSAM,NALBARI,2011,20,28,210,4
ASSAM,R.P.O.,2011,6,5,8,0
ASSAM,SIBSAGAR,2011,61,49,379,8
ASSAM,SONITPUR,2011,84,96,386,12
ASSAM,TINSUKIA,2011,98,61,400,1
ASSAM,UDALGURI,2011,37,28,74,1
ASSAM,TOTAL,2011,1303,1700,8309,121
BIHAR,ARARIA,2011,69,69,262,26
BIHAR,ARWAL,2011,23,5,85,24
BIHAR,AURANGABAD,2011,88,18,299,30
BIHAR,BAGAHA,2011,38,16,135,13
BIHAR,BANKA,2011,51,26,135,31
BIHAR,BEGUSARAI,2011,100,17,345,39
BIHAR,BETTIAH,2011,74,21,445,32
BIHAR,BHABHUA,2011,57,9,219,33
BIHAR,BHAGALPUR,2011,85,23,396,12
BIHAR,BHOJPUR,2011,96,16,351,40
BIHAR,BUXAR,2011,65,13,254,37
BIHAR,DARBHANGA,2011,71,34,447,38
BIHAR,GAYA,2011,155,23,757,56
BIHAR,GOPALGANJ,2011,77,17,225,35
BIHAR,JAMALPUR RLY.,2011,6,0,190,0
BIHAR,JAMUI,2011,66,23,184,13
BIHAR,JEHANABAD,2011,51,10,181,20
BIHAR,KATIHAR,2011,83,103,292,29
BIHAR,KATIHAR RLY.,2011,17,2,191,0
BIHAR,KHAGARIA,2011,55,14,105,15
BIHAR,KISHANGANJ,2011,34,30,179,13
BIHAR,LAKHISARAI,2011,40,5,126,14
BIHAR,MADHEPURA,2011,44,8,163,11
BIHAR,MADHUBANI,2011,81,44,392,35
BIHAR,MOTIHARI,2011,136,37,580,69
BIHAR,MUNGER,2011,68,7,220,10
BIHAR,MUZAFFARPUR,2011,154,56,1134,76
BIHAR,MUZAFFARPUR RLY.,2011,11,0,267,1
BIHAR,NALANDA,2011,84,15,247,55
BIHAR,NAUGACHIA,2011,44,7,49,8
BIHAR,NAWADAH,2011,74,12,180,21
BIHAR,PATNA,2011,248,41,2879,112
BIHAR,PATNA RLY.,2011,16,1,770,2
BIHAR,PURNEA,2011,86,62,186,13
BIHAR,ROHTAS,2011,126,20,607,32
BIHAR,SAHARSA,2011,34,8,125,17
BIHAR,SAMASTIPUR,2011,107,40,338,46
BIHAR,SARAN,2011,123,10,524,74
BIHAR,SHEIKHPURA,2011,33,3,95,8
BIHAR,SHEOHAR,2011,13,4,45,5
BIHAR,SITAMARHI,2011,71,8,458,29
BIHAR,SIWAN,2011,85,16,309,139
BIHAR,SUPAUL,2011,49,23,233,24
BIHAR,VAISHALI,2011,110,18,688,76
BIHAR,TOTAL,2011,3198,934,16292,1413
CHHATTISGARH,BALRAMPUR,2011,39,55,19,3
CHHATTISGARH,BILASPUR,2011,112,70,587,17
CHHATTISGARH,BIZAPUR,2011,60,4,15,0
CHHATTISGARH,DANTEWARA,2011,54,8,42,0
CHHATTISGARH,DHAMTARI,2011,13,27,81,4
CHHATTISGARH,DURG,2011,93,115,945,13
CHHATTISGARH,GARIYABAND,2011,28,21,38,5
CHHATTISGARH,GRP RAIPUR,2011,4,2,193,1
CHHATTISGARH,JAGDALPUR,2011,66,68,102,0
CHHATTISGARH,JANJGIR,2011,43,33,314,15
CHHATTISGARH,JASHPUR,2011,78,78,80,1
CHHATTISGARH,KABIRDHAM,2011,16,23,83,2
CHHATTISGARH,KANKER,2011,51,29,36,4
CHHATTISGARH,KORBA,2011,34,39,229,5
CHHATTISGARH,KORIYA,2011,45,72,104,3
CHHATTISGARH,MAHASAMUND,2011,22,30,183,2
CHHATTISGARH,NARAYANPUR,2011,29,5,5,0
CHHATTISGARH,RAIGARH,2011,87,62,373,11
CHHATTISGARH,RAIPUR,2011,95,133,1441,11
CHHATTISGARH,RAJNANDGAON,2011,43,38,166,4
CHHATTISGARH,SARGUJA,2011,54,65,186,0
CHHATTISGARH,SURAJPUR,2011,44,76,93,3
CHHATTISGARH,TOTAL,2011,1110,1053,5315,104
GOA,NORTH GOA,2011,33,13,676,1
GOA,SOUTH GOA,2011,15,16,439,0
GOA,TOTAL,2011,48,29,1115,1
GUJARAT,AHMEDABAD COMMR.,2011,95,60,3874,19
GUJARAT,AHMEDABAD RURAL,2011,36,10,319,1
GUJARAT,AHWA-DANG,2011,6,1,13,1
GUJARAT,AMRELI,2011,26,10,134,0
GUJARAT,ANAND,2011,19,10,358,0
GUJARAT,BHARUCH,2011,34,13,341,0
GUJARAT,BHAVNAGAR,2011,55,8,449,0
GUJARAT,CID CRIME,2011,1,0,1,0
GUJARAT,DAHOD,2011,41,6,214,0
GUJARAT,GANDHINAGAR,2011,27,14,447,0
GUJARAT,HIMATNAGAR,2011,35,10,244,0
GUJARAT,JAMNAGAR,2011,40,21,460,0
GUJARAT,JUNAGADH,2011,31,11,380,1
GUJARAT,KHEDA NORTH,2011,45,12,211,0
GUJARAT,KUTCH (EAST(G)),2011,35,8,256,2
GUJARAT,KUTCH (WEST-BHUJ),2011,24,15,212,0
GUJARAT,MEHSANA,2011,28,9,581,2
GUJARAT,NARMADA,2011,14,7,14,0
GUJARAT,NAVSARI,2011,21,2,142,0
GUJARAT,PALANPUR,2011,52,38,400,1
GUJARAT,PANCHMAHAL,2011,49,10,184,0
GUJARAT,PATAN,2011,16,16,282,0
GUJARAT,PORBANDAR,2011,10,6,76,0
GUJARAT,RAJKOT COMMR.,2011,44,10,923,0
GUJARAT,RAJKOT RURAL,2011,41,23,257,2
GUJARAT,SURAT COMMR.,2011,100,36,1830,0
GUJARAT,SURAT RURAL,2011,36,6,301,0
GUJARAT,SURENDRANAGAR,2011,32,19,216,0
GUJARAT,TAPI,2011,13,2,82,0
GUJARAT,VADODARA COMMR.,2011,21,9,1506,1
GUJARAT,VADODARA RURAL,2011,52,28,204,0
GUJARAT,VALSAD,2011,35,9,366,0
GUJARAT,W.RLY AHMEDABAD,2011,7,0,212,0
GUJARAT,W.RLY VADODARA,2011,5,0,554,0
GUJARAT,TOTAL,2011,1126,439,16043,30
HARYANA,AMBALA,2011,42,37,655,5
HARYANA,BHIWANI,2011,74,41,675,18
HARYANA,FARIDABAD,2011,60,54,1917,10
HARYANA,FATEHABAD,2011,25,15,266,7
HARYANA,GRP,2011,26,0,520,4
HARYANA,GURGAON,2011,89,40,3345,25
HARYANA,HISSAR,2011,73,36,1167,14
HARYANA,JHAJJAR,2011,59,32,468,12
HARYANA,JIND,2011,50,37,604,15
HARYANA,KAITHAL,2011,36,20,350,8
HARYANA,KARNAL,2011,46,62,813,18
HARYANA,KURUKSHETRA,2011,29,29,534,7
HARYANA,MAHENDRAGARH,2011,33,26,496,11
HARYANA,MEWAT,2011,22,28,358,7
HARYANA,PALWAL,2011,43,54,627,13
HARYANA,PANCHKULA,2011,18,17,413,2
HARYANA,PANIPAT,2011,49,47,946,11
HARYANA,REWARI,2011,41,17,595,7
HARYANA,ROHTAK,2011,77,57,859,9
HARYANA,SIRSA,2011,42,21,622,16
HARYANA,SONIPAT,2011,78,27,708,23
HARYANA,YAMUNANAGAR,2011,50,36,487,13
HARYANA,TOTAL,2011,1062,733,17425,255
HIMACHAL PRADESH,BADDIPOLICEDIST,2011,6,8,66,0
HIMACHAL PRADESH,BILASPUR,2011,8,8,56,0
HIMACHAL PRADESH,CHAMBA,2011,15,6,29,2
HIMACHAL PRADESH,CID,2011,0,0,0,0
HIMACHAL PRADESH,G.R.P.,2011,0,0,7,0
HIMACHAL PRADESH,HAMIRPUR,2011,3,5,35,0
HIMACHAL PRADESH,KANGRA,2011,21,32,171,1
HIMACHAL PRADESH,KINNAUR,2011,2,6,14,1
HIMACHAL PRADESH,KULLU,2011,13,20,67,0
HIMACHAL PRADESH,LAHAUL-SPITI,2011,0,1,1,0
HIMACHAL PRADESH,MANDI,2011,13,26,92,0
HIMACHAL PRADESH,SHIMLA,2011,20,22,250,0
HIMACHAL PRADESH,SIRMAUR,2011,9,12,71,0
HIMACHAL PRADESH,SOLAN,2011,14,11,115,0
HIMACHAL PRADESH,UNA,2011,6,11,68,0
HIMACHAL PRADESH,TOTAL,2011,130,168,1042,4
JAMMU & KASHMIR,ANANTNAG,2011,7,18,143,0
JAMMU & KASHMIR,AWANTIPORA,2011,6,4,37,0
JAMMU & KASHMIR,BANDIPORA,2011,3,1,76,0
JAMMU & KASHMIR,BARAMULLA,2011,6,12,91,0
JAMMU & KASHMIR,BUDGAM,2011,5,8,212,0
JAMMU & KASHMIR,CRIME JAMMU,2011,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2011,0,0,0,0
JAMMU & KASHMIR,DODA,2011,8,16,44,0
JAMMU & KASHMIR,GANDERBAL,2011,4,9,43,0
JAMMU & KASHMIR,HANDWARA,2011,4,6,57,0
JAMMU & KASHMIR,JAMMU,2011,18,35,620,3
JAMMU & KASHMIR,KARGIL,2011,3,1,5,0
JAMMU & KASHMIR,KATHUA,2011,10,17,78,5
JAMMU & KASHMIR,KISHTWAR,2011,3,4,19,0
JAMMU & KASHMIR,KULGAM,2011,3,10,70,0
JAMMU & KASHMIR,KUPWARA,2011,9,11,76,0
JAMMU & KASHMIR,LEH,2011,0,3,4,0
JAMMU & KASHMIR,POONCH,2011,4,18,33,0
JAMMU & KASHMIR,PULWAMA,2011,7,5,57,0
JAMMU & KASHMIR,RAILWAYS JAMMU,2011,0,0,4,0
JAMMU & KASHMIR,RAILWAYS KASHMIR,2011,0,0,10,0
JAMMU & KASHMIR,RAJOURI,2011,9,32,63,1
JAMMU & KASHMIR,RAMBAN,2011,6,13,40,0
JAMMU & KASHMIR,REASI,2011,6,11,34,0
JAMMU & KASHMIR,SAMBA,2011,9,3,38,2
JAMMU & KASHMIR,SHOPIAN,2011,3,8,149,0
JAMMU & KASHMIR,SOPORE,2011,14,4,109,0
JAMMU & KASHMIR,SRINAGAR,2011,12,14,490,0
JAMMU & KASHMIR,UDHAMPUR,2011,10,14,53,0
JAMMU & KASHMIR,TOTAL,2011,169,277,2655,11
JHARKHAND,BOKARO,2011,62,46,734,13
JHARKHAND,CHAIBASA,2011,136,32,119,6
JHARKHAND,CHATRA,2011,50,12,95,15
JHARKHAND,DEOGHAR,2011,48,34,278,18
JHARKHAND,DHANBAD,2011,79,32,852,39
JHARKHAND,DHANBAD RLY.,2011,4,0,207,3
JHARKHAND,DUMKA,2011,59,34,292,7
JHARKHAND,GARHWA,2011,70,51,62,19
JHARKHAND,GIRIDIH,2011,60,47,390,30
JHARKHAND,GODDA,2011,61,29,87,0
JHARKHAND,GUMLA,2011,201,46,100,1
JHARKHAND,HAZARIBAGH,2011,72,22,315,26
JHARKHAND,JAMSHEDPUR,2011,85,39,832,17
JHARKHAND,JAMSHEDPUR RLY.,2011,8,1,151,0
JHARKHAND,JAMTARA,2011,15,15,90,10
JHARKHAND,KHUNTI,2011,126,13,41,0
JHARKHAND,KODERMA,2011,25,7,140,16
JHARKHAND,LATEHAR,2011,38,27,69,2
JHARKHAND,LOHARDAGGA,2011,33,30,118,3
JHARKHAND,PAKUR,2011,30,39,113,0
JHARKHAND,PALAMU,2011,93,28,246,28
JHARKHAND,RAMGARH,2011,32,24,249,7
JHARKHAND,RANCHI,2011,151,50,451,8
JHARKHAND,SAHEBGANJ,2011,73,71,101,5
JHARKHAND,SARAIKELA,2011,64,30,198,8
JHARKHAND,SIMDEGA,2011,72,25,48,1
JHARKHAND,TOTAL,2011,1747,784,6378,282
KARNATAKA,BAGALKOT,2011,37,15,141,0
KARNATAKA,BANGALORE COMMR.,2011,232,97,10543,53
KARNATAKA,BANGALORE RURAL,2011,105,29,633,10
KARNATAKA,BELGAUM,2011,136,45,499,11
KARNATAKA,BELLARY,2011,58,6,364,15
KARNATAKA,BIDAR,2011,51,14,137,7
KARNATAKA,BIJAPUR,2011,66,7,140,8
KARNATAKA,CBPURA,2011,52,16,385,7
KARNATAKA,CHAMARAJNAGAR,2011,40,11,141,9
KARNATAKA,CHICKMAGALUR,2011,27,10,189,1
KARNATAKA,CHITRADURGA,2011,38,27,295,5
KARNATAKA,DAKSHIN KANNADA,2011,23,6,108,1
KARNATAKA,DAVANAGERE,2011,35,11,190,6
KARNATAKA,DHARWAD COMMR.,2011,26,7,282,3
KARNATAKA,DHARWAD RURAL,2011,26,0,73,2
KARNATAKA,GADAG,2011,25,5,71,0
KARNATAKA,GULBARGA,2011,93,36,383,2
KARNATAKA,HASSAN,2011,56,27,408,32
KARNATAKA,HAVERI,2011,23,13,106,0
KARNATAKA,K.G.F.,2011,14,4,87,1
KARNATAKA,KODAGU,2011,33,16,119,5
KARNATAKA,KOLAR,2011,37,17,212,3
KARNATAKA,KOPPAL,2011,25,13,137,0
KARNATAKA,MANDYA,2011,71,31,577,12
KARNATAKA,MANGALORE CITY,2011,22,16,238,0
KARNATAKA,MYSORE COMMR.,2011,27,11,772,5
KARNATAKA,MYSORE RURAL,2011,68,19,349,7
KARNATAKA,RAICHUR,2011,53,29,148,10
KARNATAKA,RAILWAYS,2011,15,0,520,0
KARNATAKA,RAMANAGAR,2011,75,19,430,23
KARNATAKA,SHIMOGA,2011,54,23,321,6
KARNATAKA,TUMKUR,2011,101,31,511,17
KARNATAKA,UDUPI,2011,22,5,175,1
KARNATAKA,UTTAR KANNADA,2011,29,11,79,3
KARNATAKA,YADGIRI,2011,25,9,71,2
KARNATAKA,TOTAL,2011,1820,636,19834,267
KERALA,ALAPUZHA,2011,25,56,268,1
KERALA,ERNAKULAM COMMR.,2011,26,62,287,1
KERALA,ERNAKULAM RURAL,2011,15,30,307,0
KERALA,IDUKKI,2011,20,54,161,0
KERALA,KANNUR,2011,20,55,257,0
KERALA,KASARGOD,2011,19,125,125,0
KERALA,KOLLAM COMMR.,2011,14,51,227,1
KERALA,KOLLAM RURAL,2011,29,46,170,0
KERALA,KOTTAYAM,2011,22,51,281,2
KERALA,KOZHIKODE COMMR.,2011,5,14,241,0
KERALA,KOZHIKODE RURAL,2011,12,46,157,1
KERALA,MALAPPURAM,2011,13,83,380,0
KERALA,PALAKKAD,2011,41,85,236,2
KERALA,PATHANAMTHITTA,2011,20,33,182,0
KERALA,RAILWAYS,2011,1,0,250,0
KERALA,THRISSUR COMMR.,2011,8,28,144,0
KERALA,THRISSUR RURAL,2011,24,69,251,1
KERALA,TRIVANDRUM COMMR.,2011,8,39,407,0
KERALA,TRIVANDRUM RURAL,2011,32,140,290,4
KERALA,WAYANADU,2011,11,65,83,2
KERALA,TOTAL,2011,365,1132,4704,15
MADHYA PRADESH,ALIRAJPUR,2011,76,24,59,0
MADHYA PRADESH,ANUPPUR,2011,39,60,86,10
MADHYA PRADESH,ASHOK NAGAR,2011,26,36,113,8
MADHYA PRADESH,BALAGHAT,2011,51,55,90,3
MADHYA PRADESH,BARWANI,2011,51,39,143,2
MADHYA PRADESH,BETUL,2011,54,120,194,20
MADHYA PRADESH,BHIND,2011,73,51,226,28
MADHYA PRADESH,BHOPAL,2011,91,146,2651,19
MADHYA PRADESH,BHOPAL RLY.,2011,6,0,1154,0
MADHYA PRADESH,BURHANPUR,2011,18,29,86,5
MADHYA PRADESH,CHHATARPUR,2011,58,77,277,33
MADHYA PRADESH,CHHINDWARA,2011,71,111,272,14
MADHYA PRADESH,DAMOH,2011,45,52,142,27
MADHYA PRADESH,DATIYA,2011,53,25,155,10
MADHYA PRADESH,DEWAS,2011,43,102,664,19
MADHYA PRADESH,DHAR,2011,81,103,510,62
MADHYA PRADESH,DINDORI,2011,22,46,30,1
MADHYA PRADESH,GUNA,2011,45,75,305,9
MADHYA PRADESH,GWALIOR,2011,107,75,2120,34
MADHYA PRADESH,HARDA,2011,25,53,99,5
MADHYA PRADESH,HOSHANGABAD,2011,59,59,261,16
MADHYA PRADESH,INDORE,2011,135,129,3634,41
MADHYA PRADESH,INDORE RLY.,2011,4,2,260,1
MADHYA PRADESH,JABALPUR,2011,93,107,763,39
MADHYA PRADESH,JABALPUR RLY.,2011,4,3,445,1
MADHYA PRADESH,JHABUA,2011,24,42,80,4
MADHYA PRADESH,KATNI,2011,41,62,139,16
MADHYA PRADESH,KHANDWA,2011,38,59,231,5
MADHYA PRADESH,KHARGON,2011,37,39,381,38
MADHYA PRADESH,MANDLA,2011,36,63,63,4
MADHYA PRADESH,MANDSAUR,2011,37,49,314,4
MADHYA PRADESH,MORENA,2011,56,40,419,32
MADHYA PRADESH,NARSINGHPUR,2011,45,65,136,20
MADHYA PRADESH,NEEMUCH,2011,20,25,208,4
MADHYA PRADESH,PANNA,2011,33,48,76,14
MADHYA PRADESH,RAISEN,2011,47,118,265,15
MADHYA PRADESH,RAJGARH,2011,43,90,338,6
MADHYA PRADESH,RATLAM,2011,35,97,333,9
MADHYA PRADESH,REWA,2011,46,91,408,32
MADHYA PRADESH,SAGAR,2011,94,131,491,37
MADHYA PRADESH,SATNA,2011,66,83,484,20
MADHYA PRADESH,SEONI,2011,31,61,147,9
MADHYA PRADESH,SHAHDOL,2011,45,80,199,21
MADHYA PRADESH,SHAJAPUR,2011,49,50,390,8
MADHYA PRADESH,SHEOPUR,2011,14,18,55,2
MADHYA PRADESH,SHIVPURI,2011,55,93,254,13
MADHYA PRADESH,SIDHI,2011,29,32,131,16
MADHYA PRADESH,SIHORE,2011,44,82,346,11
MADHYA PRADESH,SINGRAULI,2011,43,43,99,13
MADHYA PRADESH,TIKAMGARH,2011,37,76,142,18
MADHYA PRADESH,UJJAIN,2011,68,81,1144,14
MADHYA PRADESH,UMARIYA,2011,21,22,61,3
MADHYA PRADESH,VIDISHA,2011,47,87,341,16
MADHYA PRADESH,TOTAL,2011,2511,3406,22414,811
MAHARASHTRA,AHMEDNAGAR,2011,107,78,1622,32
MAHARASHTRA,AKOLA,2011,46,30,821,13
MAHARASHTRA,AMRAVATI COMMR.,2011,15,22,1004,2
MAHARASHTRA,AMRAVATI RURAL,2011,58,69,779,3
MAHARASHTRA,AURANGABAD COMMR.,2011,41,16,852,7
MAHARASHTRA,AURANGABAD RURAL,2011,60,18,512,36
MAHARASHTRA,BEED,2011,61,32,496,11
MAHARASHTRA,BHANDARA,2011,33,23,444,1
MAHARASHTRA,BULDHANA,2011,60,26,610,14
MAHARASHTRA,CHANDRAPUR,2011,50,56,668,4
MAHARASHTRA,DHULE,2011,49,16,434,4
MAHARASHTRA,GADCHIROLI,2011,82,20,102,0
MAHARASHTRA,GONDIA,2011,37,31,370,1
MAHARASHTRA,HINGOLI,2011,39,18,160,0
MAHARASHTRA,JALGAON,2011,81,48,982,8
MAHARASHTRA,JALNA,2011,47,15,485,23
MAHARASHTRA,KOLHAPUR,2011,65,42,876,19
MAHARASHTRA,LATUR,2011,68,17,404,4
MAHARASHTRA,MUMBAI COMMR.,2011,203,221,12983,14
MAHARASHTRA,MUMBAI RLY.,2011,12,3,2134,0
MAHARASHTRA,NAGPUR COMMR.,2011,114,45,2287,4
MAHARASHTRA,NAGPUR RLY.,2011,3,1,1059,0
MAHARASHTRA,NAGPUR RURAL,2011,65,44,873,11
MAHARASHTRA,NANDED,2011,90,32,498,29
MAHARASHTRA,NANDURBAR,2011,43,20,180,0
MAHARASHTRA,NASIK COMMR.,2011,37,25,2095,5
MAHARASHTRA,NASIK RURAL,2011,86,43,655,5
MAHARASHTRA,NAVI MUMBAI,2011,70,38,1935,1
MAHARASHTRA,OSMANABAD,2011,42,30,346,2
MAHARASHTRA,PARBHANI,2011,58,26,383,5
MAHARASHTRA,PUNE COMMR.,2011,110,79,4710,8
MAHARASHTRA,PUNE RLY.,2011,3,0,391,0
MAHARASHTRA,PUNE RURAL,2011,148,87,1778,16
MAHARASHTRA,RAIGAD,2011,39,7,322,2
MAHARASHTRA,RATNAGIRI,2011,15,30,228,1
MAHARASHTRA,SANGLI,2011,53,40,544,5
MAHARASHTRA,SATARA,2011,55,34,930,2
MAHARASHTRA,SINDHUDURG,2011,12,11,92,0
MAHARASHTRA,SOLAPUR COMMR.,2011,24,22,520,0
MAHARASHTRA,SOLAPUR RURAL,2011,107,53,729,6
MAHARASHTRA,THANE COMMR.,2011,127,79,2956,8
MAHARASHTRA,THANE RURAL,2011,147,63,1168,10
MAHARASHTRA,WARDHA,2011,37,34,681,3
MAHARASHTRA,WASHIM,2011,35,13,432,12
MAHARASHTRA,YAVATMAL,2011,84,44,919,8
MAHARASHTRA,TOTAL,2011,2818,1701,53449,339
MANIPUR,BISHNUPUR,2011,5,2,40,0
MANIPUR,CHANDEL,2011,2,1,5,0
MANIPUR,CHURACHANDPUR,2011,7,0,12,0
MANIPUR,CID,2011,0,0,0,0
MANIPUR,IMPHAL EAST,2011,17,11,76,0
MANIPUR,IMPHAL WEST,2011,24,17,496,1
MANIPUR,SENAPATI,2011,3,0,16,0
MANIPUR,TAMENGLONG,2011,4,0,1,0
MANIPUR,THOUBAL,2011,9,21,65,0
MANIPUR,UKHRUL,2011,7,1,8,0
MANIPUR,TOTAL,2011,78,53,719,1
MEGHALAYA,GARO HILLS EAST,2011,11,3,58,0
MEGHALAYA,GARO HILLS SOUTH,2011,11,2,38,0
MEGHALAYA,GARO HILLS WEST,2011,22,8,150,1
MEGHALAYA,JAINTIA HILLS,2011,52,43,82,0
MEGHALAYA,KHASI HILLS EAST,2011,36,42,257,0
MEGHALAYA,KHASI HILLS WEST,2011,17,15,53,0
MEGHALAYA,RI-BHOI,2011,21,17,58,0
MEGHALAYA,TOTAL,2011,170,130,696,1
MIZORAM,AIZAWL,2011,10,35,395,0
MIZORAM,CHAMPHAI,2011,4,10,80,0
MIZORAM,KOLASIB,2011,5,7,57,0
MIZORAM,LAWNGTLAI,2011,1,2,29,0
MIZORAM,LUNGLEI,2011,2,13,93,0
MIZORAM,MAMIT,2011,2,4,31,0
MIZORAM,SAIHA,2011,1,2,25,0
MIZORAM,SERCHHIP,2011,1,4,24,0
MIZORAM,TOTAL,2011,26,77,734,0
NAGALAND,DIMAPUR,2011,15,9,170,0
NAGALAND,KIPHIRE,2011,0,0,0,0
NAGALAND,KOHIMA,2011,7,0,70,0
NAGALAND,LONGLENG,2011,0,1,11,0
NAGALAND,MOKOKCHUNG,2011,3,2,21,0
NAGALAND,MON,2011,6,2,8,0
NAGALAND,PEREN,2011,4,0,5,0
NAGALAND,PHEK,2011,4,3,10,0
NAGALAND,TUENSANG,2011,1,2,17,0
NAGALAND,WOKHA,2011,2,1,24,0
NAGALAND,ZUNHEBOTO,2011,4,3,24,0
NAGALAND,TOTAL,2011,46,23,360,0
ODISHA,ANGUL,2011,71,63,470,25
ODISHA,BALASORE,2011,62,75,397,45
ODISHA,BARAGARH,2011,34,21,216,16
ODISHA,BERHAMPUR,2011,29,13,252,9
ODISHA,BHADRAK,2011,38,26,155,24
ODISHA,BOLANGIR,2011,31,52,175,6
ODISHA,BOUDH,2011,12,14,52,0
ODISHA,CUTTACK,2011,49,34,205,24
ODISHA,DCP BBSR,2011,34,35,1191,13
ODISHA,DCP CTC,2011,27,19,512,0
ODISHA,DEOGARH,2011,14,15,21,2
ODISHA,DHENKANAL,2011,58,17,312,22
ODISHA,GAJAPATI,2011,10,11,24,0
ODISHA,GANJAM,2011,85,50,186,32
ODISHA,JAGATSINGHPUR,2011,35,31,202,18
ODISHA,JAJPUR,2011,64,31,342,30
ODISHA,JHARSUGUDA,2011,29,27,268,7
ODISHA,KALAHANDI,2011,38,46,78,9
ODISHA,KANDHAMAL,2011,36,32,71,9
ODISHA,KENDRAPARA,2011,38,41,132,36
ODISHA,KEONJHAR,2011,102,75,295,22
ODISHA,KHURDA,2011,20,29,169,10
ODISHA,KORAPUT,2011,46,53,123,0
ODISHA,MALKANGIR,2011,37,8,64,6
ODISHA,MAYURBHANJ,2011,103,76,261,34
ODISHA,NAYAGARH,2011,37,25,145,16
ODISHA,NOWRANGPUR,2011,34,44,71,2
ODISHA,NUAPADA,2011,17,4,61,2
ODISHA,PURI,2011,49,21,360,27
ODISHA,RAYAGADA,2011,38,32,108,7
ODISHA,ROURKELA,2011,68,26,380,1
ODISHA,SAMBALPUR,2011,37,30,409,2
ODISHA,SONEPUR,2011,20,10,63,3
ODISHA,SRP(CUTTACK),2011,4,0,492,0
ODISHA,SRP(ROURKELA),2011,8,1,290,1
ODISHA,SUNDARGARH,2011,63,25,172,5
ODISHA,TOTAL,2011,1477,1112,8724,465
PUNJAB,AMRITSAR,2011,52,16,99,1
PUNJAB,BARNALA,2011,11,5,92,3
PUNJAB,BATALA,2011,28,13,93,4
PUNJAB,BHATINDA,2011,48,37,269,5
PUNJAB,CP AMRITSAR,2011,32,20,390,4
PUNJAB,CP JALANDHAR,2011,29,15,487,4
PUNJAB,CP LUDHIANA,2011,76,48,493,14
PUNJAB,FARIDKOT,2011,17,8,74,1
PUNJAB,FATEHGARH SAHIB,2011,13,4,102,4
PUNJAB,FAZILKA,2011,22,21,100,3
PUNJAB,FEROZPUR,2011,31,20,141,6
PUNJAB,G.R.P,2011,6,0,52,0
PUNJAB,GURDASPUR,2011,22,12,50,6
PUNJAB,HOSHIARPUR,2011,51,28,211,11
PUNJAB,JALANDHAR,2011,41,31,193,6
PUNJAB,KAPURTHALA,2011,33,16,146,2
PUNJAB,KHANNA,2011,17,7,119,1
PUNJAB,LUDHIANA,2011,16,8,93,4
PUNJAB,MANSA,2011,28,14,49,4
PUNJAB,MOGA,2011,32,12,232,5
PUNJAB,MUKTSAR,2011,24,17,86,7
PUNJAB,PATHANKOT,2011,12,10,45,5
PUNJAB,PATIALA,2011,47,25,281,13
